booking_id,booking_date,check_in_date,channel_id,Channel Name,rate_code_id,gross_room_revenue,Commission Rate,commission_amount,net_room_revenue,status
BK_00390,2024-07-22 0:00,2024-09-06 0:00,CH_03,Direct Web,RT_PROMO,12682.79,0.0,0.0,12682.79,Checked-Out
BK_00391,2024-10-21 0:00,2024-10-26 0:00,CH_03,Direct Web,RT_CORP,9094.74,0.0,0.0,9094.74,Checked-Out
BK_00392,2024-08-18 0:00,2024-09-17 0:00,CH_03,Direct Web,RT_CORP,18893.91,0.0,0.0,18893.91,Confirmed
BK_00393,2024-10-09 0:00,2024-11-19 0:00,CH_03,Direct Web,RT_RACK,22054.64,0.0,0.0,22054.64,Checked-Out
BK_00394,2024-03-07 0:00,2024-04-04 0:00,CH_03,Direct Web,RT_RACK,25239.25,0.0,0.0,25239.25,Checked-Out
BK_00395,2024-09-22 0:00,2024-10-02 0:00,CH_03,Direct Web,RT_RACK,13085.3,0.0,0.0,13085.3,Confirmed
BK_00396,2024-12-29 0:00,2025-01-13 0:00,CH_03,Direct Web,RT_CORP,13403.72,0.0,0.0,13403.72,Checked-Out
BK_00397,2024-05-08 0:00,2024-05-21 0:00,CH_03,Direct Web,RT_CORP,21858.44,0.0,0.0,21858.44,Confirmed
BK_00398,2024-06-04 0:00,2024-07-14 0:00,CH_03,Direct Web,RT_RACK,22503.33,0.0,0.0,22503.33,Checked-Out
BK_00399,2024-03-27 0:00,2024-05-04 0:00,CH_03,Direct Web,RT_RACK,25038.11,0.0,0.0,25038.11,Confirmed
BK_00400,2024-11-15 0:00,2025-01-01 0:00,CH_03,Direct Web,RT_CORP,21167.71,0.0,0.0,21167.71,Checked-Out
BK_00401,2024-10-15 0:00,2024-10-18 0:00,CH_03,Direct Web,RT_RACK,3987.42,0.0,0.0,3987.42,Cancelled
BK_00402,2024-11-24 0:00,2025-01-13 0:00,CH_03,Direct Web,RT_CORP,22151.98,0.0,0.0,22151.98,Checked-Out
BK_00403,2024-10-19 0:00,2024-11-15 0:00,CH_03,Direct Web,RT_RACK,23103.86,0.0,0.0,23103.86,Checked-Out
BK_00404,2024-11-17 0:00,2024-12-22 0:00,CH_03,Direct Web,RT_CORP,12987.57,0.0,0.0,12987.57,Checked-Out
BK_00405,2024-12-16 0:00,2025-01-11 0:00,CH_03,Direct Web,RT_PROMO,8080.95,0.0,0.0,8080.95,Cancelled
BK_00406,2024-01-31 0:00,2024-02-11 0:00,CH_03,Direct Web,RT_PROMO,13030.45,0.0,0.0,13030.45,Checked-Out
BK_00407,2024-04-14 0:00,2024-05-06 0:00,CH_03,Direct Web,RT_RACK,22189.96,0.0,0.0,22189.96,Checked-Out
BK_00408,2024-06-12 0:00,2024-07-29 0:00,CH_03,Direct Web,RT_PROMO,7171.86,0.0,0.0,7171.86,Cancelled
BK_00409,2024-07-08 0:00,2024-08-10 0:00,CH_03,Direct Web,RT_RACK,26254.88,0.0,0.0,26254.88,Checked-Out
BK_00410,2024-08-26 0:00,2024-09-03 0:00,CH_03,Direct Web,RT_PROMO,7408.38,0.0,0.0,7408.38,Confirmed
BK_00411,2024-02-19 0:00,2024-02-23 0:00,CH_03,Direct Web,RT_PROMO,8078.78,0.0,0.0,8078.78,Checked-Out
BK_00412,2024-08-02 0:00,2024-08-18 0:00,CH_03,Direct Web,RT_CORP,8987.16,0.0,0.0,8987.16,Checked-Out
BK_00413,2024-06-09 0:00,2024-06-22 0:00,CH_03,Direct Web,RT_PROMO,6623.19,0.0,0.0,6623.19,Checked-Out
BK_00414,2024-08-27 0:00,2024-09-28 0:00,CH_03,Direct Web,RT_PROMO,8825.91,0.0,0.0,8825.91,Cancelled
BK_00415,2024-07-20 0:00,2024-08-22 0:00,CH_03,Direct Web,RT_RACK,19280.57,0.0,0.0,19280.57,Confirmed
BK_00416,2024-06-29 0:00,2024-07-03 0:00,CH_03,Direct Web,RT_CORP,3826.43,0.0,0.0,3826.43,Checked-Out
BK_00417,2024-11-30 0:00,2025-01-13 0:00,CH_03,Direct Web,RT_CORP,14479.88,0.0,0.0,14479.88,Checked-Out
BK_00418,2024-02-25 0:00,2024-03-24 0:00,CH_03,Direct Web,RT_CORP,7334.25,0.0,0.0,7334.25,Checked-Out
BK_00419,2024-07-25 0:00,2024-08-18 0:00,CH_03,Direct Web,RT_PROMO,3039.07,0.0,0.0,3039.07,Cancelled
BK_00420,2024-10-14 0:00,2024-10-27 0:00,CH_03,Direct Web,RT_CORP,12691.97,0.0,0.0,12691.97,Confirmed
BK_00421,2024-09-15 0:00,2024-10-14 0:00,CH_03,Direct Web,RT_CORP,21414.0,0.0,0.0,21414.0,Checked-Out
BK_00422,2024-11-15 0:00,2024-12-29 0:00,CH_03,Direct Web,RT_RACK,25343.24,0.0,0.0,25343.24,Confirmed
BK_00423,2024-02-19 0:00,2024-03-16 0:00,CH_03,Direct Web,RT_CORP,10053.91,0.0,0.0,10053.91,Checked-Out
BK_00424,2024-07-06 0:00,2024-08-24 0:00,CH_03,Direct Web,RT_RACK,9207.42,0.0,0.0,9207.42,Checked-Out
BK_00425,2024-07-24 0:00,2024-08-26 0:00,CH_03,Direct Web,RT_RACK,3915.66,0.0,0.0,3915.66,Cancelled
BK_00426,2024-06-19 0:00,2024-08-10 0:00,CH_03,Direct Web,RT_PROMO,11674.15,0.0,0.0,11674.15,Cancelled
BK_00427,2024-09-20 0:00,2024-09-29 0:00,CH_03,Direct Web,RT_CORP,11451.71,0.0,0.0,11451.71,Confirmed
BK_00428,2024-11-11 0:00,2024-12-29 0:00,CH_03,Direct Web,RT_CORP,13231.94,0.0,0.0,13231.94,Checked-Out
BK_00429,2024-09-17 0:00,2024-10-22 0:00,CH_03,Direct Web,RT_CORP,14786.87,0.0,0.0,14786.87,Checked-Out
BK_00430,2024-01-09 0:00,2024-02-02 0:00,CH_03,Direct Web,RT_RACK,12028.14,0.0,0.0,12028.14,Checked-Out
BK_00431,2024-10-25 0:00,2024-11-14 0:00,CH_03,Direct Web,RT_PROMO,2520.13,0.0,0.0,2520.13,Confirmed
BK_00432,2024-12-01 0:00,2025-01-21 0:00,CH_03,Direct Web,RT_RACK,25121.9,0.0,0.0,25121.9,Checked-Out
BK_00433,2024-10-25 0:00,2024-11-25 0:00,CH_03,Direct Web,RT_PROMO,5971.71,0.0,0.0,5971.71,Cancelled
BK_00434,2024-12-14 0:00,2024-12-30 0:00,CH_03,Direct Web,RT_RACK,3984.27,0.0,0.0,3984.27,Confirmed
BK_00435,2024-08-13 0:00,2024-09-03 0:00,CH_03,Direct Web,RT_RACK,15829.87,0.0,0.0,15829.87,Checked-Out
BK_00436,2024-04-14 0:00,2024-05-11 0:00,CH_03,Direct Web,RT_PROMO,15334.75,0.0,0.0,15334.75,Checked-Out
BK_00437,2024-02-01 0:00,2024-03-18 0:00,CH_03,Direct Web,RT_RACK,7879.2,0.0,0.0,7879.2,Checked-Out
BK_00438,2024-12-05 0:00,2025-01-05 0:00,CH_03,Direct Web,RT_PROMO,15927.11,0.0,0.0,15927.11,Confirmed
BK_00439,2024-03-29 0:00,2024-04-28 0:00,CH_03,Direct Web,RT_CORP,20846.51,0.0,0.0,20846.51,Checked-Out
BK_00440,2024-12-12 0:00,2025-01-31 0:00,CH_03,Direct Web,RT_PROMO,7379.17,0.0,0.0,7379.17,Confirmed
BK_00441,2024-05-06 0:00,2024-05-24 0:00,CH_03,Direct Web,RT_CORP,16714.17,0.0,0.0,16714.17,Confirmed
BK_00442,2024-06-01 0:00,2024-07-21 0:00,CH_03,Direct Web,RT_RACK,16136.87,0.0,0.0,16136.87,Checked-Out
BK_00443,2024-09-07 0:00,2024-09-28 0:00,CH_03,Direct Web,RT_CORP,14911.12,0.0,0.0,14911.12,Checked-Out
BK_00444,2024-05-20 0:00,2024-06-08 0:00,CH_03,Direct Web,RT_PROMO,2743.23,0.0,0.0,2743.23,Checked-Out
BK_00445,2024-07-21 0:00,2024-09-12 0:00,CH_03,Direct Web,RT_RACK,15315.48,0.0,0.0,15315.48,Checked-Out
BK_00446,2024-05-27 0:00,2024-07-12 0:00,CH_03,Direct Web,RT_CORP,4489.84,0.0,0.0,4489.84,Checked-Out
BK_00447,2024-12-01 0:00,2024-12-18 0:00,CH_03,Direct Web,RT_RACK,21511.81,0.0,0.0,21511.81,Confirmed
BK_00448,2024-10-02 0:00,2024-10-20 0:00,CH_03,Direct Web,RT_CORP,21159.96,0.0,0.0,21159.96,Confirmed
BK_00449,2024-11-11 0:00,2024-12-29 0:00,CH_03,Direct Web,RT_RACK,22088.04,0.0,0.0,22088.04,Confirmed
BK_00450,2024-12-08 0:00,2025-02-04 0:00,CH_03,Direct Web,RT_RACK,19782.57,0.0,0.0,19782.57,Checked-Out
BK_00451,2024-01-27 0:00,2024-02-03 0:00,CH_03,Direct Web,RT_CORP,17054.42,0.0,0.0,17054.42,Checked-Out
BK_00452,2024-02-21 0:00,2024-04-05 0:00,CH_03,Direct Web,RT_RACK,9408.97,0.0,0.0,9408.97,Checked-Out
BK_00453,2024-03-21 0:00,2024-04-17 0:00,CH_03,Direct Web,RT_PROMO,11182.95,0.0,0.0,11182.95,Checked-Out
BK_00454,2024-05-27 0:00,2024-06-17 0:00,CH_03,Direct Web,RT_RACK,15757.52,0.0,0.0,15757.52,Checked-Out
BK_00455,2024-02-15 0:00,2024-03-28 0:00,CH_03,Direct Web,RT_RACK,20000.68,0.0,0.0,20000.68,Checked-Out
BK_00456,2024-01-20 0:00,2024-03-19 0:00,CH_03,Direct Web,RT_PROMO,5725.55,0.0,0.0,5725.55,Checked-Out
BK_00457,2024-03-31 0:00,2024-05-30 0:00,CH_03,Direct Web,RT_PROMO,2391.13,0.0,0.0,2391.13,Checked-Out
BK_00458,2024-04-05 0:00,2024-06-04 0:00,CH_03,Direct Web,RT_RACK,13689.42,0.0,0.0,13689.42,Cancelled
BK_00459,2024-10-17 0:00,2024-11-25 0:00,CH_03,Direct Web,RT_CORP,3304.88,0.0,0.0,3304.88,Checked-Out
BK_00460,2024-11-24 0:00,2024-12-29 0:00,CH_03,Direct Web,RT_PROMO,12482.21,0.0,0.0,12482.21,Checked-Out
BK_00461,2024-03-09 0:00,2024-05-03 0:00,CH_03,Direct Web,RT_PROMO,12475.88,0.0,0.0,12475.88,Confirmed
BK_00462,2024-02-27 0:00,2024-03-20 0:00,CH_03,Direct Web,RT_PROMO,6032.45,0.0,0.0,6032.45,Checked-Out
BK_00463,2024-04-05 0:00,2024-04-06 0:00,CH_03,Direct Web,RT_CORP,12666.72,0.0,0.0,12666.72,Checked-Out
BK_00464,2024-04-08 0:00,2024-04-20 0:00,CH_03,Direct Web,RT_PROMO,14758.51,0.0,0.0,14758.51,Checked-Out
BK_00465,2024-09-20 0:00,2024-10-11 0:00,CH_03,Direct Web,RT_PROMO,3322.93,0.0,0.0,3322.93,Checked-Out
BK_00466,2024-04-04 0:00,2024-04-13 0:00,CH_03,Direct Web,RT_CORP,14914.31,0.0,0.0,14914.31,Checked-Out
BK_00467,2024-01-04 0:00,2024-01-21 0:00,CH_03,Direct Web,RT_RACK,17099.99,0.0,0.0,17099.99,Checked-Out
BK_00468,2024-05-16 0:00,2024-06-07 0:00,CH_03,Direct Web,RT_RACK,15579.13,0.0,0.0,15579.13,Confirmed
BK_00469,2024-07-03 0:00,2024-08-17 0:00,CH_03,Direct Web,RT_RACK,8354.33,0.0,0.0,8354.33,Checked-Out
BK_00470,2024-08-26 0:00,2024-09-15 0:00,CH_03,Direct Web,RT_PROMO,6647.92,0.0,0.0,6647.92,Checked-Out
BK_00471,2024-12-26 0:00,2025-02-14 0:00,CH_03,Direct Web,RT_RACK,11532.43,0.0,0.0,11532.43,Checked-Out
BK_00472,2024-05-31 0:00,2024-06-24 0:00,CH_03,Direct Web,RT_RACK,26762.8,0.0,0.0,26762.8,Confirmed
BK_00473,2024-03-09 0:00,2024-04-09 0:00,CH_03,Direct Web,RT_PROMO,4844.59,0.0,0.0,4844.59,Checked-Out
BK_00474,2024-11-06 0:00,2024-11-30 0:00,CH_03,Direct Web,RT_PROMO,13013.28,0.0,0.0,13013.28,Checked-Out
BK_00475,2024-12-06 0:00,2025-01-28 0:00,CH_03,Direct Web,RT_RACK,9312.26,0.0,0.0,9312.26,Checked-Out
BK_00476,2024-11-01 0:00,2024-12-27 0:00,CH_03,Direct Web,RT_PROMO,3353.11,0.0,0.0,3353.11,Checked-Out
BK_00477,2024-07-04 0:00,2024-07-09 0:00,CH_03,Direct Web,RT_RACK,19706.15,0.0,0.0,19706.15,Confirmed
BK_00478,2024-10-07 0:00,2024-12-04 0:00,CH_03,Direct Web,RT_RACK,23486.6,0.0,0.0,23486.6,Checked-Out
BK_00479,2024-03-17 0:00,2024-03-28 0:00,CH_03,Direct Web,RT_PROMO,9989.75,0.0,0.0,9989.75,Cancelled
BK_00480,2024-04-15 0:00,2024-05-31 0:00,CH_03,Direct Web,RT_PROMO,14463.18,0.0,0.0,14463.18,Cancelled
BK_00481,2024-09-18 0:00,2024-10-17 0:00,CH_03,Direct Web,RT_PROMO,2996.81,0.0,0.0,2996.81,Cancelled
BK_00482,2024-07-31 0:00,2024-08-30 0:00,CH_03,Direct Web,RT_RACK,24604.02,0.0,0.0,24604.02,Checked-Out
BK_00483,2024-12-10 0:00,2025-01-31 0:00,CH_03,Direct Web,RT_RACK,13622.71,0.0,0.0,13622.71,Checked-Out
BK_00484,2024-01-02 0:00,2024-02-19 0:00,CH_03,Direct Web,RT_RACK,9626.81,0.0,0.0,9626.81,Cancelled
BK_00485,2024-06-25 0:00,2024-08-09 0:00,CH_03,Direct Web,RT_RACK,4745.3,0.0,0.0,4745.3,Checked-Out
BK_00486,2024-02-05 0:00,2024-04-05 0:00,CH_03,Direct Web,RT_RACK,20977.3,0.0,0.0,20977.3,Checked-Out
BK_00487,2024-04-02 0:00,2024-05-22 0:00,CH_03,Direct Web,RT_PROMO,4849.07,0.0,0.0,4849.07,Confirmed
BK_00488,2024-07-14 0:00,2024-08-12 0:00,CH_03,Direct Web,RT_PROMO,10621.38,0.0,0.0,10621.38,Cancelled
BK_00489,2024-12-04 0:00,2025-01-29 0:00,CH_03,Direct Web,RT_RACK,26609.49,0.0,0.0,26609.49,Checked-Out
BK_00490,2024-06-27 0:00,2024-07-05 0:00,CH_03,Direct Web,RT_PROMO,6504.92,0.0,0.0,6504.92,Checked-Out
BK_00491,2024-04-24 0:00,2024-06-17 0:00,CH_03,Direct Web,RT_RACK,4542.66,0.0,0.0,4542.66,Checked-Out
BK_00492,2024-08-25 0:00,2024-10-08 0:00,CH_03,Direct Web,RT_PROMO,14938.65,0.0,0.0,14938.65,Checked-Out
BK_00493,2024-04-27 0:00,2024-05-13 0:00,CH_03,Direct Web,RT_CORP,14395.67,0.0,0.0,14395.67,Confirmed
BK_00494,2024-04-06 0:00,2024-06-05 0:00,CH_03,Direct Web,RT_RACK,4121.29,0.0,0.0,4121.29,Checked-Out
BK_00495,2024-08-02 0:00,2024-09-11 0:00,CH_03,Direct Web,RT_RACK,4555.32,0.0,0.0,4555.32,Confirmed
BK_00496,2024-02-21 0:00,2024-03-31 0:00,CH_03,Direct Web,RT_PROMO,2726.29,0.0,0.0,2726.29,Checked-Out
BK_00497,2024-12-26 0:00,2025-02-20 0:00,CH_03,Direct Web,RT_RACK,4744.26,0.0,0.0,4744.26,Checked-Out
BK_00498,2024-07-24 0:00,2024-08-22 0:00,CH_03,Direct Web,RT_RACK,7894.86,0.0,0.0,7894.86,Checked-Out
BK_00499,2024-01-29 0:00,2024-02-07 0:00,CH_03,Direct Web,RT_CORP,22629.73,0.0,0.0,22629.73,Confirmed
BK_00500,2024-10-21 0:00,2024-11-11 0:00,CH_03,Direct Web,RT_CORP,22708.3,0.0,0.0,22708.3,Confirmed
BK_00501,2024-03-14 0:00,2024-04-26 0:00,CH_03,Direct Web,RT_RACK,24623.02,0.0,0.0,24623.02,Checked-Out
BK_00502,2024-05-20 0:00,2024-05-24 0:00,CH_03,Direct Web,RT_RACK,23346.76,0.0,0.0,23346.76,Checked-Out
BK_00503,2024-08-06 0:00,2024-09-11 0:00,CH_03,Direct Web,RT_RACK,17250.02,0.0,0.0,17250.02,Checked-Out
BK_00504,2024-11-25 0:00,2025-01-07 0:00,CH_03,Direct Web,RT_CORP,17249.39,0.0,0.0,17249.39,Checked-Out
BK_00505,2024-07-28 0:00,2024-08-07 0:00,CH_03,Direct Web,RT_PROMO,9153.11,0.0,0.0,9153.11,Confirmed
BK_00506,2024-10-02 0:00,2024-11-02 0:00,CH_03,Direct Web,RT_RACK,8162.24,0.0,0.0,8162.24,Checked-Out
BK_00507,2024-12-28 0:00,2025-01-07 0:00,CH_03,Direct Web,RT_RACK,21038.84,0.0,0.0,21038.84,Checked-Out
BK_00508,2024-08-01 0:00,2024-09-06 0:00,CH_03,Direct Web,RT_RACK,25602.48,0.0,0.0,25602.48,Checked-Out
BK_00509,2024-05-10 0:00,2024-05-24 0:00,CH_03,Direct Web,RT_RACK,15962.8,0.0,0.0,15962.8,Checked-Out
BK_00510,2024-07-08 0:00,2024-07-14 0:00,CH_03,Direct Web,RT_RACK,24840.04,0.0,0.0,24840.04,Cancelled
BK_00511,2024-07-12 0:00,2024-08-25 0:00,CH_03,Direct Web,RT_RACK,23955.64,0.0,0.0,23955.64,Checked-Out
BK_00512,2024-04-06 0:00,2024-05-28 0:00,CH_03,Direct Web,RT_RACK,22418.66,0.0,0.0,22418.66,Checked-Out
BK_00513,2024-06-19 0:00,2024-07-09 0:00,CH_03,Direct Web,RT_RACK,5294.05,0.0,0.0,5294.05,Checked-Out
BK_00514,2024-03-01 0:00,2024-04-18 0:00,CH_03,Direct Web,RT_RACK,20756.2,0.0,0.0,20756.2,Checked-Out
BK_00515,2024-12-26 0:00,2025-01-09 0:00,CH_03,Direct Web,RT_RACK,15584.88,0.0,0.0,15584.88,Checked-Out
BK_00516,2024-05-24 0:00,2024-06-18 0:00,CH_03,Direct Web,RT_CORP,13060.27,0.0,0.0,13060.27,Checked-Out
BK_00517,2024-07-03 0:00,2024-08-05 0:00,CH_03,Direct Web,RT_PROMO,10995.74,0.0,0.0,10995.74,Cancelled
BK_00518,2024-08-28 0:00,2024-10-16 0:00,CH_03,Direct Web,RT_RACK,15304.86,0.0,0.0,15304.86,Checked-Out
BK_00519,2024-07-30 0:00,2024-08-02 0:00,CH_03,Direct Web,RT_RACK,26899.8,0.0,0.0,26899.8,Checked-Out
BK_00520,2024-01-09 0:00,2024-01-26 0:00,CH_03,Direct Web,RT_PROMO,12637.04,0.0,0.0,12637.04,Confirmed
BK_00521,2024-04-10 0:00,2024-05-02 0:00,CH_03,Direct Web,RT_PROMO,5924.5,0.0,0.0,5924.5,Checked-Out
BK_00522,2024-05-05 0:00,2024-06-06 0:00,CH_03,Direct Web,RT_CORP,18682.92,0.0,0.0,18682.92,Confirmed
BK_00523,2024-09-07 0:00,2024-10-24 0:00,CH_03,Direct Web,RT_PROMO,13322.06,0.0,0.0,13322.06,Confirmed
BK_00524,2024-06-29 0:00,2024-07-10 0:00,CH_03,Direct Web,RT_PROMO,6410.55,0.0,0.0,6410.55,Confirmed
BK_00525,2024-10-04 0:00,2024-11-15 0:00,CH_03,Direct Web,RT_RACK,5145.37,0.0,0.0,5145.37,Checked-Out
BK_00526,2024-02-08 0:00,2024-04-01 0:00,CH_04,GDS (Amadeus),RT_NET,3042.13,0.0,0.0,3042.13,Checked-Out
BK_00527,2024-11-18 0:00,2024-12-03 0:00,CH_04,GDS (Amadeus),RT_NET,2985.56,0.0,0.0,2985.56,Cancelled
BK_00528,2024-09-15 0:00,2024-10-15 0:00,CH_04,GDS (Amadeus),RT_NET,8511.23,0.0,0.0,8511.23,Checked-Out
BK_00529,2024-12-07 0:00,2025-02-05 0:00,CH_04,GDS (Amadeus),RT_CORP,16524.9,0.0,500.0,16024.9,Checked-Out
BK_00530,2024-01-09 0:00,2024-01-10 0:00,CH_04,GDS (Amadeus),RT_CORP,21900.4,0.0,500.0,21400.4,Cancelled
BK_00531,2024-09-28 0:00,2024-11-14 0:00,CH_04,GDS (Amadeus),RT_RACK,15315.96,0.0,500.0,14815.96,Cancelled
BK_00532,2024-12-23 0:00,2025-02-05 0:00,CH_04,GDS (Amadeus),RT_NET,14398.81,0.0,0.0,14398.81,Cancelled
BK_00533,2024-02-19 0:00,2024-03-24 0:00,CH_04,GDS (Amadeus),RT_NET,7192.94,0.0,0.0,7192.94,Confirmed
BK_00534,2024-09-26 0:00,2024-10-13 0:00,CH_04,GDS (Amadeus),RT_RACK,14099.41,0.0,500.0,13599.41,Checked-Out
BK_00535,2024-02-10 0:00,2024-03-05 0:00,CH_04,GDS (Amadeus),RT_CORP,17011.01,0.0,500.0,16511.01,Checked-Out
BK_00536,2024-12-22 0:00,2025-01-06 0:00,CH_04,GDS (Amadeus),RT_NET,10626.01,0.0,0.0,10626.01,Checked-Out
BK_00537,2024-11-28 0:00,2025-01-16 0:00,CH_04,GDS (Amadeus),RT_NET,3442.13,0.0,0.0,3442.13,Checked-Out
BK_00538,2024-07-12 0:00,2024-08-17 0:00,CH_04,GDS (Amadeus),RT_NET,11238.86,0.0,0.0,11238.86,Checked-Out
BK_00539,2024-12-25 0:00,2025-01-05 0:00,CH_04,GDS (Amadeus),RT_CORP,3829.22,0.0,500.0,3329.22,Checked-Out
BK_00540,2024-11-26 0:00,2025-01-16 0:00,CH_04,GDS (Amadeus),RT_NET,8056.85,0.0,0.0,8056.85,Checked-Out
BK_00541,2024-01-22 0:00,2024-02-06 0:00,CH_04,GDS (Amadeus),RT_CORP,8997.78,0.0,500.0,8497.78,Confirmed
BK_00542,2024-02-08 0:00,2024-03-23 0:00,CH_04,GDS (Amadeus),RT_NET,9559.45,0.0,0.0,9559.45,Confirmed
BK_00543,2024-06-10 0:00,2024-06-12 0:00,CH_04,GDS (Amadeus),RT_NET,5580.15,0.0,0.0,5580.15,Checked-Out
BK_00544,2024-12-30 0:00,2025-02-21 0:00,CH_04,GDS (Amadeus),RT_NET,13021.14,0.0,0.0,13021.14,Confirmed
BK_00545,2024-10-15 0:00,2024-10-31 0:00,CH_04,GDS (Amadeus),RT_CORP,20260.55,0.0,500.0,19760.55,Checked-Out
BK_00546,2024-10-03 0:00,2024-10-25 0:00,CH_04,GDS (Amadeus),RT_NET,11704.28,0.0,0.0,11704.28,Checked-Out
BK_00547,2024-12-18 0:00,2025-02-03 0:00,CH_04,GDS (Amadeus),RT_RACK,4003.85,0.0,500.0,3503.85,Cancelled
BK_00548,2024-08-11 0:00,2024-08-26 0:00,CH_04,GDS (Amadeus),RT_RACK,4882.73,0.0,500.0,4382.73,Checked-Out
BK_00549,2024-11-10 0:00,2024-12-19 0:00,CH_04,GDS (Amadeus),RT_RACK,18577.94,0.0,500.0,18077.94,Cancelled
BK_00550,2024-05-19 0:00,2024-07-09 0:00,CH_04,GDS (Amadeus),RT_CORP,17028.73,0.0,500.0,16528.73,Confirmed
BK_00551,2024-10-10 0:00,2024-11-04 0:00,CH_04,GDS (Amadeus),RT_NET,12384.69,0.0,0.0,12384.69,Checked-Out
BK_00552,2024-12-04 0:00,2024-12-29 0:00,CH_04,GDS (Amadeus),RT_RACK,5167.19,0.0,500.0,4667.19,Checked-Out
BK_00553,2024-02-07 0:00,2024-02-13 0:00,CH_04,GDS (Amadeus),RT_NET,9388.51,0.0,0.0,9388.51,Checked-Out
BK_00554,2024-11-20 0:00,2024-11-30 0:00,CH_04,GDS (Amadeus),RT_RACK,18833.91,0.0,500.0,18333.91,Checked-Out
BK_00555,2024-02-16 0:00,2024-02-17 0:00,CH_04,GDS (Amadeus),RT_CORP,13187.85,0.0,500.0,12687.85,Confirmed
BK_00556,2024-05-18 0:00,2024-05-25 0:00,CH_04,GDS (Amadeus),RT_NET,5947.31,0.0,0.0,5947.31,Confirmed
BK_00557,2024-08-17 0:00,2024-09-22 0:00,CH_04,GDS (Amadeus),RT_CORP,17041.2,0.0,500.0,16541.2,Cancelled
BK_00558,2024-02-15 0:00,2024-03-09 0:00,CH_04,GDS (Amadeus),RT_NET,12901.11,0.0,0.0,12901.11,Checked-Out
BK_00559,2024-06-15 0:00,2024-08-10 0:00,CH_04,GDS (Amadeus),RT_NET,13371.58,0.0,0.0,13371.58,Confirmed
BK_00560,2024-07-17 0:00,2024-09-05 0:00,CH_04,GDS (Amadeus),RT_NET,3201.33,0.0,0.0,3201.33,Checked-Out
BK_00561,2024-03-27 0:00,2024-05-10 0:00,CH_04,GDS (Amadeus),RT_NET,13157.14,0.0,0.0,13157.14,Cancelled
BK_00562,2024-06-03 0:00,2024-06-21 0:00,CH_04,GDS (Amadeus),RT_NET,11094.45,0.0,0.0,11094.45,Cancelled
BK_00563,2024-08-10 0:00,2024-08-28 0:00,CH_04,GDS (Amadeus),RT_RACK,16159.14,0.0,500.0,15659.14,Checked-Out
BK_00564,2024-02-09 0:00,2024-03-04 0:00,CH_04,GDS (Amadeus),RT_NET,7695.82,0.0,0.0,7695.82,Checked-Out
BK_00565,2024-09-10 0:00,2024-10-19 0:00,CH_04,GDS (Amadeus),RT_NET,14590.58,0.0,0.0,14590.58,Checked-Out
BK_00566,2024-03-10 0:00,2024-03-30 0:00,CH_04,GDS (Amadeus),RT_CORP,4014.59,0.0,500.0,3514.59,Confirmed
BK_00567,2024-11-13 0:00,2024-12-08 0:00,CH_04,GDS (Amadeus),RT_CORP,11255.05,0.0,500.0,10755.05,Confirmed
BK_00568,2024-11-29 0:00,2025-01-07 0:00,CH_04,GDS (Amadeus),RT_RACK,9028.05,0.0,500.0,8528.05,Confirmed
BK_00569,2024-12-21 0:00,2025-01-03 0:00,CH_04,GDS (Amadeus),RT_RACK,20996.2,0.0,500.0,20496.2,Confirmed
BK_00570,2024-07-22 0:00,2024-08-12 0:00,CH_04,GDS (Amadeus),RT_CORP,11079.54,0.0,500.0,10579.54,Checked-Out
BK_00571,2024-05-04 0:00,2024-05-25 0:00,CH_04,GDS (Amadeus),RT_RACK,18538.13,0.0,500.0,18038.13,Checked-Out
BK_00572,2024-07-20 0:00,2024-08-13 0:00,CH_04,GDS (Amadeus),RT_NET,3372.84,0.0,0.0,3372.84,Checked-Out
BK_00573,2024-10-06 0:00,2024-10-18 0:00,CH_04,GDS (Amadeus),RT_NET,14831.85,0.0,0.0,14831.85,Checked-Out
BK_00574,2024-08-24 0:00,2024-10-09 0:00,CH_04,GDS (Amadeus),RT_CORP,8114.75,0.0,500.0,7614.75,Checked-Out
BK_00575,2024-12-20 0:00,2024-12-25 0:00,CH_04,GDS (Amadeus),RT_CORP,17507.77,0.0,500.0,17007.77,Cancelled
BK_00576,2024-06-04 0:00,2024-06-20 0:00,CH_04,GDS (Amadeus),RT_NET,10640.99,0.0,0.0,10640.99,Checked-Out
BK_00577,2024-07-12 0:00,2024-07-17 0:00,CH_04,GDS (Amadeus),RT_CORP,13702.43,0.0,500.0,13202.43,Checked-Out
BK_00578,2024-09-30 0:00,2024-11-02 0:00,CH_04,GDS (Amadeus),RT_NET,14091.67,0.0,0.0,14091.67,Checked-Out
BK_00579,2024-07-03 0:00,2024-08-17 0:00,CH_04,GDS (Amadeus),RT_NET,15333.61,0.0,0.0,15333.61,Cancelled
BK_00580,2024-05-07 0:00,2024-06-19 0:00,CH_04,GDS (Amadeus),RT_NET,8463.47,0.0,0.0,8463.47,Checked-Out
BK_00581,2024-01-23 0:00,2024-02-29 0:00,CH_04,GDS (Amadeus),RT_RACK,18192.56,0.0,500.0,17692.56,Checked-Out
BK_00582,2024-08-08 0:00,2024-08-15 0:00,CH_04,GDS (Amadeus),RT_NET,3579.03,0.0,0.0,3579.03,Confirmed
