spend_id,spend_date,channel_id,platform,cost_amount,clicks
SP_294_IN,2025-08-30,CH_01,Instagram,624.31,93
SP_295_GO,2025-08-31,CH_01,Google Ads,1532.49,138
SP_295_FA,2025-08-31,CH_01,Facebook,468.2,71
SP_295_IN,2025-08-31,CH_01,Instagram,550.66,74
SP_296_GO,2025-09-01,CH_01,Google Ads,1416.71,127
SP_296_FA,2025-09-01,CH_01,Facebook,617.65,86
SP_296_IN,2025-09-01,CH_01,Instagram,757.0,106
SP_297_GO,2025-09-02,CH_01,Google Ads,1438.52,124
SP_297_FA,2025-09-02,CH_01,Facebook,711.05,95
SP_297_IN,2025-09-02,CH_01,Instagram,375.79,62
SP_298_GO,2025-09-03,CH_01,Google Ads,1589.79,138
SP_298_FA,2025-09-03,CH_01,Facebook,871.86,107
SP_298_IN,2025-09-03,CH_01,Instagram,528.23,79
SP_299_GO,2025-09-04,CH_01,Google Ads,2069.21,177
SP_299_FA,2025-09-04,CH_01,Facebook,492.66,70
SP_299_IN,2025-09-04,CH_01,Instagram,565.22,97
SP_300_GO,2025-09-05,CH_01,Google Ads,1326.9,106
SP_300_FA,2025-09-05,CH_01,Facebook,606.6,85
SP_300_IN,2025-09-05,CH_01,Instagram,545.33,89
SP_301_GO,2025-09-06,CH_01,Google Ads,950.67,93
SP_301_FA,2025-09-06,CH_01,Facebook,734.93,100
SP_301_IN,2025-09-06,CH_01,Instagram,336.15,57
SP_302_GO,2025-09-07,CH_01,Google Ads,1440.63,115
SP_302_FA,2025-09-07,CH_01,Facebook,504.55,74
SP_302_IN,2025-09-07,CH_01,Instagram,302.83,48
SP_303_GO,2025-09-08,CH_01,Google Ads,1694.19,126
SP_303_FA,2025-09-08,CH_01,Facebook,666.72,93
SP_303_IN,2025-09-08,CH_01,Instagram,583.27,85
SP_304_GO,2025-09-09,CH_01,Google Ads,1484.35,109
SP_304_FA,2025-09-09,CH_01,Facebook,652.92,89
SP_304_IN,2025-09-09,CH_01,Instagram,527.71,79
SP_305_GO,2025-09-10,CH_01,Google Ads,1610.72,147
SP_305_FA,2025-09-10,CH_01,Facebook,758.66,104
SP_305_IN,2025-09-10,CH_01,Instagram,555.77,87
SP_306_GO,2025-09-11,CH_01,Google Ads,1375.61,113
SP_306_FA,2025-09-11,CH_01,Facebook,645.84,96
SP_306_IN,2025-09-11,CH_01,Instagram,646.81,94
SP_307_GO,2025-09-12,CH_01,Google Ads,1306.17,118
SP_307_FA,2025-09-12,CH_01,Facebook,727.72,96
SP_307_IN,2025-09-12,CH_01,Instagram,274.51,41
SP_308_GO,2025-09-13,CH_01,Google Ads,1222.98,131
SP_308_FA,2025-09-13,CH_01,Facebook,706.81,93
SP_308_IN,2025-09-13,CH_01,Instagram,553.38,80
SP_309_GO,2025-09-14,CH_01,Google Ads,1201.93,114
SP_309_FA,2025-09-14,CH_01,Facebook,446.26,57
SP_309_IN,2025-09-14,CH_01,Instagram,582.82,82
SP_310_GO,2025-09-15,CH_01,Google Ads,1297.39,106
SP_310_FA,2025-09-15,CH_01,Facebook,415.35,62
SP_310_IN,2025-09-15,CH_01,Instagram,492.83,72
SP_311_GO,2025-09-16,CH_01,Google Ads,1691.87,150
SP_311_FA,2025-09-16,CH_01,Facebook,493.71,74
SP_311_IN,2025-09-16,CH_01,Instagram,436.33,57
SP_312_GO,2025-09-17,CH_01,Google Ads,1665.63,133
SP_312_FA,2025-09-17,CH_01,Facebook,611.92,85
SP_312_IN,2025-09-17,CH_01,Instagram,511.43,82
SP_313_GO,2025-09-18,CH_01,Google Ads,1240.24,114
SP_313_FA,2025-09-18,CH_01,Facebook,585.49,81
SP_313_IN,2025-09-18,CH_01,Instagram,365.68,55
SP_314_GO,2025-09-19,CH_01,Google Ads,1416.89,125
SP_314_FA,2025-09-19,CH_01,Facebook,544.53,75
SP_314_IN,2025-09-19,CH_01,Instagram,391.45,60
SP_315_GO,2025-09-20,CH_01,Google Ads,1438.27,139
SP_315_FA,2025-09-20,CH_01,Facebook,923.41,129
SP_315_IN,2025-09-20,CH_01,Instagram,470.36,77
SP_316_GO,2025-09-21,CH_01,Google Ads,1593.82,140
SP_316_FA,2025-09-21,CH_01,Facebook,563.22,82
SP_316_IN,2025-09-21,CH_01,Instagram,436.64,65
SP_317_GO,2025-09-22,CH_01,Google Ads,1409.99,123
SP_317_FA,2025-09-22,CH_01,Facebook,520.29,77
SP_317_IN,2025-09-22,CH_01,Instagram,411.1,61
SP_318_GO,2025-09-23,CH_01,Google Ads,1602.56,131
SP_318_FA,2025-09-23,CH_01,Facebook,660.46,89
SP_318_IN,2025-09-23,CH_01,Instagram,369.2,66
SP_319_GO,2025-09-24,CH_01,Google Ads,1293.95,116
SP_319_FA,2025-09-24,CH_01,Facebook,488.0,71
SP_319_IN,2025-09-24,CH_01,Instagram,425.57,72
SP_320_GO,2025-09-25,CH_01,Google Ads,1382.88,107
SP_320_FA,2025-09-25,CH_01,Facebook,432.76,61
SP_320_IN,2025-09-25,CH_01,Instagram,299.35,49
SP_321_GO,2025-09-26,CH_01,Google Ads,1228.61,116
SP_321_FA,2025-09-26,CH_01,Facebook,797.83,100
SP_321_IN,2025-09-26,CH_01,Instagram,597.79,85
SP_322_GO,2025-09-27,CH_01,Google Ads,1071.26,95
SP_322_FA,2025-09-27,CH_01,Facebook,754.78,98
SP_322_IN,2025-09-27,CH_01,Instagram,712.65,101
SP_323_GO,2025-09-28,CH_01,Google Ads,1893.52,136
SP_323_FA,2025-09-28,CH_01,Facebook,640.05,91
SP_323_IN,2025-09-28,CH_01,Instagram,439.76,73
SP_324_GO,2025-09-29,CH_01,Google Ads,1199.27,121
SP_324_FA,2025-09-29,CH_01,Facebook,570.69,80
SP_324_IN,2025-09-29,CH_01,Instagram,615.77,87
SP_325_GO,2025-09-30,CH_01,Google Ads,1367.81,102
SP_325_FA,2025-09-30,CH_01,Facebook,675.12,92
SP_325_IN,2025-09-30,CH_01,Instagram,247.1,40
SP_326_GO,2025-10-01,CH_01,Google Ads,1608.56,138
SP_326_FA,2025-10-01,CH_01,Facebook,667.11,91
SP_326_IN,2025-10-01,CH_01,Instagram,283.79,44
SP_327_GO,2025-10-02,CH_01,Google Ads,1812.47,145
SP_327_FA,2025-10-02,CH_01,Facebook,704.76,87
SP_327_IN,2025-10-02,CH_01,Instagram,281.75,47
SP_328_GO,2025-10-03,CH_01,Google Ads,1840.86,153
SP_328_FA,2025-10-03,CH_01,Facebook,602.12,84
SP_328_IN,2025-10-03,CH_01,Instagram,365.41,55
SP_329_GO,2025-10-04,CH_01,Google Ads,1416.75,123
SP_329_FA,2025-10-04,CH_01,Facebook,507.32,69
SP_329_IN,2025-10-04,CH_01,Instagram,359.24,60
SP_330_GO,2025-10-05,CH_01,Google Ads,1916.45,142
SP_330_FA,2025-10-05,CH_01,Facebook,939.23,124
SP_330_IN,2025-10-05,CH_01,Instagram,420.12,65
SP_331_GO,2025-10-06,CH_01,Google Ads,1411.4,127
SP_331_FA,2025-10-06,CH_01,Facebook,681.1,113
SP_331_IN,2025-10-06,CH_01,Instagram,442.66,64
SP_332_GO,2025-10-07,CH_01,Google Ads,1173.02,104
SP_332_FA,2025-10-07,CH_01,Facebook,807.45,100
SP_332_IN,2025-10-07,CH_01,Instagram,266.28,46
SP_333_GO,2025-10-08,CH_01,Google Ads,1028.72,102
SP_333_FA,2025-10-08,CH_01,Facebook,418.3,63
SP_333_IN,2025-10-08,CH_01,Instagram,583.07,92
SP_334_GO,2025-10-09,CH_01,Google Ads,1274.52,120
SP_334_FA,2025-10-09,CH_01,Facebook,836.32,101
SP_334_IN,2025-10-09,CH_01,Instagram,399.43,54
SP_335_GO,2025-10-10,CH_01,Google Ads,1450.95,126
SP_335_FA,2025-10-10,CH_01,Facebook,720.22,97
SP_335_IN,2025-10-10,CH_01,Instagram,697.36,103
SP_336_GO,2025-10-11,CH_01,Google Ads,1433.48,129
SP_336_FA,2025-10-11,CH_01,Facebook,698.13,105
SP_336_IN,2025-10-11,CH_01,Instagram,567.95,71
SP_337_GO,2025-10-12,CH_01,Google Ads,866.87,74
SP_337_FA,2025-10-12,CH_01,Facebook,664.45,94
SP_337_IN,2025-10-12,CH_01,Instagram,432.14,66
SP_338_GO,2025-10-13,CH_01,Google Ads,1345.99,115
SP_338_FA,2025-10-13,CH_01,Facebook,677.56,81
SP_338_IN,2025-10-13,CH_01,Instagram,441.75,65
SP_339_GO,2025-10-14,CH_01,Google Ads,1322.36,107
SP_339_FA,2025-10-14,CH_01,Facebook,766.47,103
SP_339_IN,2025-10-14,CH_01,Instagram,311.55,51
SP_340_GO,2025-10-15,CH_01,Google Ads,1619.64,150
SP_340_FA,2025-10-15,CH_01,Facebook,672.24,101
SP_340_IN,2025-10-15,CH_01,Instagram,540.59,88
SP_341_GO,2025-10-16,CH_01,Google Ads,1106.15,102
SP_341_FA,2025-10-16,CH_01,Facebook,594.65,80
SP_341_IN,2025-10-16,CH_01,Instagram,421.07,71
SP_342_GO,2025-10-17,CH_01,Google Ads,1243.31,119
SP_342_FA,2025-10-17,CH_01,Facebook,775.31,101
SP_342_IN,2025-10-17,CH_01,Instagram,458.25,69
SP_343_GO,2025-10-18,CH_01,Google Ads,1714.61,151
SP_343_FA,2025-10-18,CH_01,Facebook,549.95,73
SP_343_IN,2025-10-18,CH_01,Instagram,313.13,49
SP_344_GO,2025-10-19,CH_01,Google Ads,1183.12,109
SP_344_FA,2025-10-19,CH_01,Facebook,656.06,85
SP_344_IN,2025-10-19,CH_01,Instagram,621.36,89
SP_345_GO,2025-10-20,CH_01,Google Ads,1419.13,126
SP_345_FA,2025-10-20,CH_01,Facebook,348.35,47
SP_345_IN,2025-10-20,CH_01,Instagram,154.0,28
SP_346_GO,2025-10-21,CH_01,Google Ads,1373.98,117
SP_346_FA,2025-10-21,CH_01,Facebook,654.84,81
SP_346_IN,2025-10-21,CH_01,Instagram,496.88,78
SP_347_GO,2025-10-22,CH_01,Google Ads,1863.35,144
SP_347_FA,2025-10-22,CH_01,Facebook,668.59,99
SP_347_IN,2025-10-22,CH_01,Instagram,344.86,60
SP_348_GO,2025-10-23,CH_01,Google Ads,1253.54,119
SP_348_FA,2025-10-23,CH_01,Facebook,617.41,84
SP_348_IN,2025-10-23,CH_01,Instagram,198.66,34
SP_349_GO,2025-10-24,CH_01,Google Ads,1259.68,110
SP_349_FA,2025-10-24,CH_01,Facebook,570.58,81
SP_349_IN,2025-10-24,CH_01,Instagram,327.54,57
SP_350_GO,2025-10-25,CH_01,Google Ads,1243.43,110
SP_350_FA,2025-10-25,CH_01,Facebook,610.21,84
SP_350_IN,2025-10-25,CH_01,Instagram,527.8,77
SP_351_GO,2025-10-26,CH_01,Google Ads,1085.43,108
SP_351_FA,2025-10-26,CH_01,Facebook,831.27,112
SP_351_IN,2025-10-26,CH_01,Instagram,345.51,52
SP_352_GO,2025-10-27,CH_01,Google Ads,1819.63,139
SP_352_FA,2025-10-27,CH_01,Facebook,734.17,94
SP_352_IN,2025-10-27,CH_01,Instagram,311.1,48
SP_353_GO,2025-10-28,CH_01,Google Ads,1335.11,113
SP_353_FA,2025-10-28,CH_01,Facebook,873.93,119
SP_353_IN,2025-10-28,CH_01,Instagram,309.68,53
SP_354_GO,2025-10-29,CH_01,Google Ads,1783.93,149
SP_354_FA,2025-10-29,CH_01,Facebook,686.2,98
SP_354_IN,2025-10-29,CH_01,Instagram,443.02,74
SP_355_GO,2025-10-30,CH_01,Google Ads,1312.81,126
SP_355_FA,2025-10-30,CH_01,Facebook,566.86,83
SP_355_IN,2025-10-30,CH_01,Instagram,126.39,20
SP_356_GO,2025-10-31,CH_01,Google Ads,1164.56,103
SP_356_FA,2025-10-31,CH_01,Facebook,739.65,90
SP_356_IN,2025-10-31,CH_01,Instagram,500.53,75
SP_357_GO,2025-11-01,CH_01,Google Ads,1796.1,146
SP_357_FA,2025-11-01,CH_01,Facebook,817.21,111
SP_357_IN,2025-11-01,CH_01,Instagram,487.15,93
SP_358_GO,2025-11-02,CH_01,Google Ads,2268.45,175
SP_358_FA,2025-11-02,CH_01,Facebook,683.31,107
SP_358_IN,2025-11-02,CH_01,Instagram,626.2,102
SP_359_GO,2025-11-03,CH_01,Google Ads,1517.0,147
SP_359_FA,2025-11-03,CH_01,Facebook,910.81,143
SP_359_IN,2025-11-03,CH_01,Instagram,437.11,81
SP_360_GO,2025-11-04,CH_01,Google Ads,1521.9,137
SP_360_FA,2025-11-04,CH_01,Facebook,855.46,123
SP_360_IN,2025-11-04,CH_01,Instagram,596.75,100
SP_361_GO,2025-11-05,CH_01,Google Ads,1486.19,132
SP_361_FA,2025-11-05,CH_01,Facebook,830.16,112
SP_361_IN,2025-11-05,CH_01,Instagram,617.4,93
SP_362_GO,2025-11-06,CH_01,Google Ads,1590.42,149
SP_362_FA,2025-11-06,CH_01,Facebook,893.9,110
SP_362_IN,2025-11-06,CH_01,Instagram,337.71,50
SP_363_GO,2025-11-07,CH_01,Google Ads,1926.64,150
SP_363_FA,2025-11-07,CH_01,Facebook,841.9,116
SP_363_IN,2025-11-07,CH_01,Instagram,538.36,88
SP_364_GO,2025-11-08,CH_01,Google Ads,1345.52,131
SP_364_FA,2025-11-08,CH_01,Facebook,969.71,130
SP_364_IN,2025-11-08,CH_01,Instagram,425.03,64
SP_365_GO,2025-11-09,CH_01,Google Ads,1961.31,158
SP_365_FA,2025-11-09,CH_01,Facebook,463.96,86
SP_365_IN,2025-11-09,CH_01,Instagram,525.38,87
SP_366_GO,2025-11-10,CH_01,Google Ads,1843.76,149
SP_366_FA,2025-11-10,CH_01,Facebook,1009.21,123
SP_366_IN,2025-11-10,CH_01,Instagram,755.8,102
SP_367_GO,2025-11-11,CH_01,Google Ads,2081.53,162
SP_367_FA,2025-11-11,CH_01,Facebook,658.65,102
SP_367_IN,2025-11-11,CH_01,Instagram,816.59,125
SP_368_GO,2025-11-12,CH_01,Google Ads,1759.0,160
SP_368_FA,2025-11-12,CH_01,Facebook,695.0,120
SP_368_IN,2025-11-12,CH_01,Instagram,470.76,73
SP_369_GO,2025-11-13,CH_01,Google Ads,1822.99,146
SP_369_FA,2025-11-13,CH_01,Facebook,629.15,83
SP_369_IN,2025-11-13,CH_01,Instagram,787.43,102
SP_370_GO,2025-11-14,CH_01,Google Ads,1661.59,150
SP_370_FA,2025-11-14,CH_01,Facebook,660.29,80
SP_370_IN,2025-11-14,CH_01,Instagram,603.44,93
SP_371_GO,2025-11-15,CH_01,Google Ads,1149.48,108
SP_371_FA,2025-11-15,CH_01,Facebook,844.03,114
SP_371_IN,2025-11-15,CH_01,Instagram,307.3,45
SP_372_GO,2025-11-16,CH_01,Google Ads,1389.28,109
SP_372_FA,2025-11-16,CH_01,Facebook,741.84,107
SP_372_IN,2025-11-16,CH_01,Instagram,655.01,98
SP_373_GO,2025-11-17,CH_01,Google Ads,1863.42,161
SP_373_FA,2025-11-17,CH_01,Facebook,738.75,105
SP_373_IN,2025-11-17,CH_01,Instagram,627.55,85
SP_374_GO,2025-11-18,CH_01,Google Ads,1548.3,128
SP_374_FA,2025-11-18,CH_01,Facebook,522.83,87
SP_374_IN,2025-11-18,CH_01,Instagram,562.18,84
SP_375_GO,2025-11-19,CH_01,Google Ads,1376.82,136
SP_375_FA,2025-11-19,CH_01,Facebook,794.17,108
SP_375_IN,2025-11-19,CH_01,Instagram,370.96,64
SP_376_GO,2025-11-20,CH_01,Google Ads,1609.39,133
SP_376_FA,2025-11-20,CH_01,Facebook,736.19,110
SP_376_IN,2025-11-20,CH_01,Instagram,570.83,82
SP_377_GO,2025-11-21,CH_01,Google Ads,1340.74,116
SP_377_FA,2025-11-21,CH_01,Facebook,821.14,127
SP_377_IN,2025-11-21,CH_01,Instagram,741.54,101
SP_378_GO,2025-11-22,CH_01,Google Ads,1498.71,134
SP_378_FA,2025-11-22,CH_01,Facebook,865.32,122
SP_378_IN,2025-11-22,CH_01,Instagram,245.05,38
SP_379_GO,2025-11-23,CH_01,Google Ads,1778.41,146
SP_379_FA,2025-11-23,CH_01,Facebook,612.88,87
SP_379_IN,2025-11-23,CH_01,Instagram,633.94,98
SP_380_GO,2025-11-24,CH_01,Google Ads,1390.25,110
SP_380_FA,2025-11-24,CH_01,Facebook,775.03,99
SP_380_IN,2025-11-24,CH_01,Instagram,354.04,55
SP_381_GO,2025-11-25,CH_01,Google Ads,1678.71,147
SP_381_FA,2025-11-25,CH_01,Facebook,477.67,82
SP_381_IN,2025-11-25,CH_01,Instagram,709.3,107
SP_382_GO,2025-11-26,CH_01,Google Ads,1964.35,159
SP_382_FA,2025-11-26,CH_01,Facebook,799.7,114
SP_382_IN,2025-11-26,CH_01,Instagram,644.8,89
SP_383_GO,2025-11-27,CH_01,Google Ads,1841.69,139
SP_383_FA,2025-11-27,CH_01,Facebook,476.86,76
SP_383_IN,2025-11-27,CH_01,Instagram,595.28,98
SP_384_GO,2025-11-28,CH_01,Google Ads,2215.08,174
SP_384_FA,2025-11-28,CH_01,Facebook,1017.65,132
SP_384_IN,2025-11-28,CH_01,Instagram,355.14,63
SP_385_GO,2025-11-29,CH_01,Google Ads,1659.75,164
SP_385_FA,2025-11-29,CH_01,Facebook,1001.31,132
SP_385_IN,2025-11-29,CH_01,Instagram,531.66,79
SP_386_GO,2025-11-30,CH_01,Google Ads,1651.81,146
SP_386_FA,2025-11-30,CH_01,Facebook,1032.19,129
SP_386_IN,2025-11-30,CH_01,Instagram,513.6,83
SP_387_GO,2025-12-01,CH_01,Google Ads,1551.92,161
SP_387_FA,2025-12-01,CH_01,Facebook,846.49,111
SP_387_IN,2025-12-01,CH_01,Instagram,455.41,65
SP_388_GO,2025-12-02,CH_01,Google Ads,1506.72,137
SP_388_FA,2025-12-02,CH_01,Facebook,788.96,120
SP_388_IN,2025-12-02,CH_01,Instagram,525.04,96
SP_389_GO,2025-12-03,CH_01,Google Ads,1650.27,143
SP_389_FA,2025-12-03,CH_01,Facebook,690.47,93
SP_389_IN,2025-12-03,CH_01,Instagram,556.83,79
SP_390_GO,2025-12-04,CH_01,Google Ads,1763.64,148
SP_390_FA,2025-12-04,CH_01,Facebook,748.23,108
SP_390_IN,2025-12-04,CH_01,Instagram,497.18,75
SP_391_GO,2025-12-05,CH_01,Google Ads,1678.02,134
SP_391_FA,2025-12-05,CH_01,Facebook,778.74,105
SP_391_IN,2025-12-05,CH_01,Instagram,384.48,55
SP_392_GO,2025-12-06,CH_01,Google Ads,1338.68,127
SP_392_FA,2025-12-06,CH_01,Facebook,1011.04,133
SP_392_IN,2025-12-06,CH_01,Instagram,660.16,98
SP_393_GO,2025-12-07,CH_01,Google Ads,1529.02,136
SP_393_FA,2025-12-07,CH_01,Facebook,918.72,117
SP_393_IN,2025-12-07,CH_01,Instagram,598.64,79
SP_394_GO,2025-12-08,CH_01,Google Ads,1369.15,134
SP_394_FA,2025-12-08,CH_01,Facebook,448.4,72
SP_394_IN,2025-12-08,CH_01,Instagram,465.69,73
SP_395_GO,2025-12-09,CH_01,Google Ads,1721.05,150
SP_395_FA,2025-12-09,CH_01,Facebook,852.65,118
SP_395_IN,2025-12-09,CH_01,Instagram,495.98,80
SP_396_GO,2025-12-10,CH_01,Google Ads,1644.84,163
SP_396_FA,2025-12-10,CH_01,Facebook,766.3,108
SP_396_IN,2025-12-10,CH_01,Instagram,609.98,94
SP_397_GO,2025-12-11,CH_01,Google Ads,1553.15,138
SP_397_FA,2025-12-11,CH_01,Facebook,921.78,128
SP_397_IN,2025-12-11,CH_01,Instagram,763.78,115
SP_398_GO,2025-12-12,CH_01,Google Ads,1568.55,138
SP_398_FA,2025-12-12,CH_01,Facebook,775.3,113
SP_398_IN,2025-12-12,CH_01,Instagram,539.85,83
SP_399_GO,2025-12-13,CH_01,Google Ads,1690.55,143
SP_399_FA,2025-12-13,CH_01,Facebook,798.01,110
SP_399_IN,2025-12-13,CH_01,Instagram,725.73,108
SP_400_GO,2025-12-14,CH_01,Google Ads,2124.44,184
SP_400_FA,2025-12-14,CH_01,Facebook,813.82,120
SP_400_IN,2025-12-14,CH_01,Instagram,644.05,105
SP_401_GO,2025-12-15,CH_01,Google Ads,1643.48,146
SP_401_FA,2025-12-15,CH_01,Facebook,784.19,111
SP_401_IN,2025-12-15,CH_01,Instagram,419.68,66
SP_402_GO,2025-12-16,CH_01,Google Ads,1968.43,165
SP_402_FA,2025-12-16,CH_01,Facebook,626.48,80
SP_402_IN,2025-12-16,CH_01,Instagram,440.74,64
SP_403_GO,2025-12-17,CH_01,Google Ads,1773.85,147
SP_403_FA,2025-12-17,CH_01,Facebook,914.29,136
SP_403_IN,2025-12-17,CH_01,Instagram,651.1,91
SP_404_GO,2025-12-18,CH_01,Google Ads,1362.55,126
SP_404_FA,2025-12-18,CH_01,Facebook,723.93,98
SP_404_IN,2025-12-18,CH_01,Instagram,373.27,55
SP_405_GO,2025-12-19,CH_01,Google Ads,1421.26,112
SP_405_FA,2025-12-19,CH_01,Facebook,929.82,112
SP_405_IN,2025-12-19,CH_01,Instagram,583.42,92
SP_406_GO,2025-12-20,CH_01,Google Ads,1441.53,123
SP_406_FA,2025-12-20,CH_01,Facebook,804.09,102
SP_406_IN,2025-12-20,CH_01,Instagram,475.7,63
SP_407_GO,2025-12-21,CH_01,Google Ads,1810.04,160
SP_407_FA,2025-12-21,CH_01,Facebook,911.1,135
SP_407_IN,2025-12-21,CH_01,Instagram,490.24,84
SP_408_GO,2025-12-22,CH_01,Google Ads,1707.33,171
SP_408_FA,2025-12-22,CH_01,Facebook,526.25,77
SP_408_IN,2025-12-22,CH_01,Instagram,727.64,104
SP_409_GO,2025-12-23,CH_01,Google Ads,1741.24,140
SP_409_FA,2025-12-23,CH_01,Facebook,751.78,101
SP_409_IN,2025-12-23,CH_01,Instagram,700.89,110
SP_410_GO,2025-12-24,CH_01,Google Ads,1479.66,124
SP_410_FA,2025-12-24,CH_01,Facebook,842.58,116
SP_410_IN,2025-12-24,CH_01,Instagram,626.74,98
SP_411_GO,2025-12-25,CH_01,Google Ads,1658.25,140
SP_411_FA,2025-12-25,CH_01,Facebook,877.96,108
SP_411_IN,2025-12-25,CH_01,Instagram,551.75,87
SP_412_GO,2025-12-26,CH_01,Google Ads,1826.94,147
SP_412_FA,2025-12-26,CH_01,Facebook,890.84,117
SP_412_IN,2025-12-26,CH_01,Instagram,275.81,53
SP_413_GO,2025-12-27,CH_01,Google Ads,1904.6,160
SP_413_FA,2025-12-27,CH_01,Facebook,782.79,103
SP_413_IN,2025-12-27,CH_01,Instagram,832.03,115
SP_414_GO,2025-12-28,CH_01,Google Ads,1656.05,155
SP_414_FA,2025-12-28,CH_01,Facebook,518.46,89
SP_414_IN,2025-12-28,CH_01,Instagram,643.96,91
SP_415_GO,2025-12-29,CH_01,Google Ads,1927.3,159
SP_415_FA,2025-12-29,CH_01,Facebook,687.5,100
SP_415_IN,2025-12-29,CH_01,Instagram,416.98,65
SP_416_GO,2025-12-30,CH_01,Google Ads,1573.86,120
SP_416_FA,2025-12-30,CH_01,Facebook,566.92,80
SP_416_IN,2025-12-30,CH_01,Instagram,299.44,45
SP_417_GO,2025-12-31,CH_01,Google Ads,1530.53,137
SP_417_FA,2025-12-31,CH_01,Facebook,619.32,86
SP_417_IN,2025-12-31,CH_01,Instagram,450.02,70
SP_418_GO,2026-01-01,CH_01,Google Ads,2016.9,173
SP_418_FA,2026-01-01,CH_01,Facebook,783.37,113
SP_418_IN,2026-01-01,CH_01,Instagram,428.21,66
SP_419_GO,2026-01-02,CH_01,Google Ads,2056.11,183
SP_419_FA,2026-01-02,CH_01,Facebook,739.51,110
SP_419_IN,2026-01-02,CH_01,Instagram,182.68,30
SP_420_GO,2026-01-03,CH_01,Google Ads,2168.6,180
SP_420_FA,2026-01-03,CH_01,Facebook,930.96,133
SP_420_IN,2026-01-03,CH_01,Instagram,225.09,38
SP_421_GO,2026-01-04,CH_01,Google Ads,1699.2,145
SP_421_FA,2026-01-04,CH_01,Facebook,710.14,103
SP_421_IN,2026-01-04,CH_01,Instagram,605.21,97
SP_422_GO,2026-01-05,CH_01,Google Ads,1670.2,143
SP_422_FA,2026-01-05,CH_01,Facebook,642.47,96
SP_422_IN,2026-01-05,CH_01,Instagram,538.15,72
SP_423_GO,2026-01-06,CH_01,Google Ads,1965.32,158
SP_423_FA,2026-01-06,CH_01,Facebook,567.1,89
SP_423_IN,2026-01-06,CH_01,Instagram,697.05,100
SP_424_GO,2026-01-07,CH_01,Google Ads,1562.27,140
SP_424_FA,2026-01-07,CH_01,Facebook,592.87,77
SP_424_IN,2026-01-07,CH_01,Instagram,620.83,101
SP_425_GO,2026-01-08,CH_01,Google Ads,1567.58,124
SP_425_FA,2026-01-08,CH_01,Facebook,748.45,91
SP_425_IN,2026-01-08,CH_01,Instagram,491.32,78
SP_426_GO,2026-01-09,CH_01,Google Ads,1537.91,138
SP_426_FA,2026-01-09,CH_01,Facebook,948.36,123
SP_426_IN,2026-01-09,CH_01,Instagram,659.6,100
SP_427_GO,2026-01-10,CH_01,Google Ads,1482.42,129
SP_427_FA,2026-01-10,CH_01,Facebook,764.25,95
SP_427_IN,2026-01-10,CH_01,Instagram,632.34,98
SP_428_GO,2026-01-11,CH_01,Google Ads,1563.03,121
SP_428_FA,2026-01-11,CH_01,Facebook,748.13,105
SP_428_IN,2026-01-11,CH_01,Instagram,673.36,108
SP_429_GO,2026-01-12,CH_01,Google Ads,1489.98,132
SP_429_FA,2026-01-12,CH_01,Facebook,583.17,79
SP_429_IN,2026-01-12,CH_01,Instagram,409.41,66
SP_430_GO,2026-01-13,CH_01,Google Ads,1369.99,125
SP_430_FA,2026-01-13,CH_01,Facebook,646.13,88
SP_430_IN,2026-01-13,CH_01,Instagram,502.42,77
SP_431_GO,2026-01-14,CH_01,Google Ads,2044.24,180
SP_431_FA,2026-01-14,CH_01,Facebook,868.0,114
SP_431_IN,2026-01-14,CH_01,Instagram,524.75,79
SP_432_GO,2026-01-15,CH_01,Google Ads,1612.72,138
SP_432_FA,2026-01-15,CH_01,Facebook,636.21,92
SP_432_IN,2026-01-15,CH_01,Instagram,437.97,80
SP_433_GO,2026-01-16,CH_01,Google Ads,2212.03,164
SP_433_FA,2026-01-16,CH_01,Facebook,803.83,106
SP_433_IN,2026-01-16,CH_01,Instagram,575.31,99
SP_434_GO,2026-01-17,CH_01,Google Ads,1710.58,154
SP_434_FA,2026-01-17,CH_01,Facebook,1021.18,144
SP_434_IN,2026-01-17,CH_01,Instagram,615.09,96
SP_435_GO,2026-01-18,CH_01,Google Ads,1952.07,177
SP_435_FA,2026-01-18,CH_01,Facebook,937.56,124
SP_435_IN,2026-01-18,CH_01,Instagram,575.86,87
SP_436_GO,2026-01-19,CH_01,Google Ads,1140.1,125
SP_436_FA,2026-01-19,CH_01,Facebook,844.05,122
SP_436_IN,2026-01-19,CH_01,Instagram,674.97,101
SP_437_GO,2026-01-20,CH_01,Google Ads,1945.8,159
SP_437_FA,2026-01-20,CH_01,Facebook,445.7,59
SP_437_IN,2026-01-20,CH_01,Instagram,525.83,74
SP_438_GO,2026-01-21,CH_01,Google Ads,1784.1,148
SP_438_FA,2026-01-21,CH_01,Facebook,654.09,98
SP_438_IN,2026-01-21,CH_01,Instagram,400.61,72
SP_439_GO,2026-01-22,CH_01,Google Ads,1289.43,127
SP_439_FA,2026-01-22,CH_01,Facebook,559.57,77
SP_439_IN,2026-01-22,CH_01,Instagram,583.51,90
SP_440_GO,2026-01-23,CH_01,Google Ads,1371.06,129
SP_440_FA,2026-01-23,CH_01,Facebook,652.46,97
SP_440_IN,2026-01-23,CH_01,Instagram,451.0,79
SP_441_GO,2026-01-24,CH_01,Google Ads,1646.75,150
SP_441_FA,2026-01-24,CH_01,Facebook,848.21,110
