booking_id,booking_date,check_in_date,channel_id,rate_code_id,gross_room_revenue,commission_amount,net_room_revenue,status
RES-03139,2025-06-28,2025-08-08,CH_01,RT_ADV,8730.0,0.0,8730.0,Checked-Out
RES-03836,2025-06-28,2025-07-06,CH_01,RT_RACK,3492.0,0.0,3492.0,Checked-Out
RES-03866,2025-06-28,2025-08-05,CH_02,RT_RACK,4680.0,842.4,3837.6,Checked-Out
RES-04223,2025-06-28,2025-07-28,CH_01,RT_PROMO,6984.0,0.0,6984.0,Checked-Out
RES-04571,2025-06-28,2025-07-11,CH_03,RT_RACK,4680.0,0.0,0.0,Cancelled
RES-04954,2025-06-28,2025-07-29,CH_02,RT_RACK,11700.0,2106.0,9594.0,Checked-Out
RES-04956,2025-06-28,2025-07-31,CH_02,RT_PROMO,4680.0,0.0,0.0,Cancelled
RES-00226,2025-06-29,2025-08-15,CH_01,RT_ADV,3492.0,0.0,3492.0,Checked-Out
RES-00583,2025-06-29,2025-08-07,CH_03,RT_PROMO,10200.0,2040.0,8160.0,Checked-Out
RES-01310,2025-06-29,2025-08-04,CH_01,RT_PROMO,1746.0,0.0,1746.0,Checked-Out
RES-01312,2025-06-29,2025-08-06,CH_06,RT_PACK,5238.0,250.0,4988.0,Checked-Out
RES-02045,2025-06-29,2025-08-09,CH_02,RT_ADV,2340.0,421.2,1918.8,Checked-Out
RES-02048,2025-06-29,2025-08-12,CH_02,RT_ADV,9360.0,1684.8,7675.2,Checked-Out
RES-02757,2025-06-29,2025-07-22,CH_02,RT_RACK,7020.0,1263.6,5756.4,Checked-Out
RES-03150,2025-06-29,2025-08-19,CH_02,RT_ADV,2340.0,421.2,1918.8,Checked-Out
RES-03486,2025-06-29,2025-07-21,CH_03,RT_PROMO,5100.0,1020.0,4080.0,Checked-Out
RES-03839,2025-06-29,2025-07-09,CH_01,RT_RACK,8730.0,0.0,8730.0,Checked-Out
RES-03873,2025-06-29,2025-08-12,CH_03,RT_PROMO,9360.0,1872.0,7488.0,Checked-Out
RES-03882,2025-06-29,2025-08-21,CH_03,RT_ADV,7650.0,1530.0,6120.0,Checked-Out
RES-04209,2025-06-29,2025-07-14,CH_01,RT_RACK,8730.0,0.0,8730.0,Checked-Out
RES-04219,2025-06-29,2025-07-24,CH_01,RT_PROMO,8730.0,0.0,8730.0,Checked-Out
RES-04226,2025-06-29,2025-07-31,CH_01,RT_PACK,3492.0,0.0,3492.0,Checked-Out
RES-04588,2025-06-29,2025-07-28,CH_03,RT_PROMO,10200.0,2040.0,8160.0,Checked-Out
RES-00190,2025-06-30,2025-07-10,CH_04,RT_PACK,4680.0,0.0,4680.0,Checked-Out
RES-00233,2025-06-30,2025-08-22,CH_01,RT_ADV,6984.0,0.0,6984.0,Checked-Out
RES-01674,2025-06-30,2025-08-03,CH_03,RT_RACK,11700.0,2340.0,9360.0,Checked-Out
RES-02400,2025-06-30,2025-07-30,CH_01,RT_PACK,1746.0,0.0,1746.0,Checked-Out
RES-02774,2025-06-30,2025-08-08,CH_03,RT_PACK,11700.0,0.0,0.0,Cancelled
RES-03859,2025-06-30,2025-07-29,CH_02,RT_RACK,11700.0,2106.0,9594.0,Checked-Out
RES-03876,2025-06-30,2025-08-15,CH_03,RT_PACK,5100.0,1020.0,4080.0,Checked-Out
RES-03877,2025-06-30,2025-08-16,CH_03,RT_ADV,7650.0,1530.0,6120.0,Checked-Out
RES-04604,2025-06-30,2025-08-13,CH_06,RT_PROMO,8730.0,250.0,8480.0,Checked-Out
RES-04947,2025-06-30,2025-07-22,CH_02,RT_PROMO,7020.0,0.0,0.0,Cancelled
RES-04952,2025-06-30,2025-07-27,CH_02,RT_RACK,7020.0,1263.6,5756.4,Checked-Out
RES-00197,2025-07-01,2025-07-17,CH_04,RT_RACK,14040.0,0.0,14040.0,Checked-Out
RES-01681,2025-07-01,2025-08-10,CH_03,RT_RACK,5100.0,1020.0,4080.0,Checked-Out
RES-02024,2025-07-01,2025-07-19,CH_01,RT_PROMO,8730.0,0.0,8730.0,Checked-Out
RES-03855,2025-07-01,2025-07-25,CH_02,RT_RACK,2340.0,421.2,1918.8,Checked-Out
RES-03860,2025-07-01,2025-07-30,CH_02,RT_RACK,2340.0,421.2,1918.8,Checked-Out
RES-03872,2025-07-01,2025-08-11,CH_03,RT_PROMO,7020.0,1404.0,5616.0,Checked-Out
RES-00218,2025-07-02,2025-08-07,CH_06,RT_RACK,6984.0,0.0,0.0,Cancelled
RES-00574,2025-07-02,2025-07-29,CH_03,RT_RACK,11700.0,2340.0,9360.0,Checked-Out
RES-00938,2025-07-02,2025-07-28,CH_01,RT_PACK,6984.0,0.0,6984.0,Checked-Out
RES-03134,2025-07-02,2025-08-03,CH_01,RT_PROMO,8730.0,0.0,8730.0,Checked-Out
RES-03879,2025-07-02,2025-08-18,CH_03,RT_ADV,12750.0,2550.0,10200.0,Checked-Out
RES-03880,2025-07-02,2025-08-19,CH_03,RT_ADV,2550.0,510.0,2040.0,Checked-Out
RES-04197,2025-07-02,2025-07-02,CH_04,RT_RACK,14040.0,0.0,14040.0,Checked-Out
RES-04216,2025-07-02,2025-07-21,CH_01,RT_PACK,3492.0,0.0,3492.0,Checked-Out
RES-04220,2025-07-02,2025-07-25,CH_01,RT_RACK,1746.0,0.0,1746.0,Checked-Out
RES-04234,2025-07-02,2025-08-08,CH_06,RT_PROMO,8730.0,250.0,8480.0,Checked-Out
RES-04963,2025-07-02,2025-08-07,CH_02,RT_PROMO,9360.0,0.0,0.0,Cancelled
RES-04970,2025-07-02,2025-08-14,CH_03,RT_ADV,2340.0,468.0,1872.0,Checked-Out
RES-00926,2025-07-03,2025-07-16,CH_01,RT_RACK,3492.0,0.0,3492.0,Checked-Out
RES-00958,2025-07-03,2025-08-17,CH_02,RT_PROMO,9360.0,1684.8,7675.2,Checked-Out
RES-01315,2025-07-03,2025-08-09,CH_01,RT_ADV,1746.0,0.0,1746.0,Checked-Out
RES-02014,2025-07-03,2025-07-09,CH_01,RT_RACK,8730.0,0.0,8730.0,Checked-Out
RES-02044,2025-07-03,2025-08-08,CH_02,RT_ADV,8100.0,1458.0,6642.0,Checked-Out
RES-02763,2025-07-03,2025-07-28,CH_02,RT_PROMO,9360.0,1684.8,7675.2,Checked-Out
RES-03125,2025-07-03,2025-07-25,CH_01,RT_PROMO,1746.0,0.0,1746.0,Checked-Out
RES-03844,2025-07-03,2025-07-14,CH_02,RT_RACK,8100.0,1458.0,6642.0,Checked-Out
RES-04600,2025-07-03,2025-08-09,CH_01,RT_ADV,1746.0,0.0,1746.0,Checked-Out
RES-04961,2025-07-03,2025-08-05,CH_02,RT_PROMO,4680.0,0.0,0.0,Cancelled
RES-00231,2025-07-04,2025-08-20,CH_05,RT_CORP,3492.0,279.36,3212.64,Checked-Out
RES-00966,2025-07-04,2025-08-25,CH_02,RT_ADV,4680.0,842.4,3837.6,Checked-Out
RES-01293,2025-07-04,2025-07-18,CH_04,RT_RACK,18720.0,0.0,18720.0,Checked-Out
RES-01672,2025-07-04,2025-08-01,CH_03,RT_PROMO,7020.0,1404.0,5616.0,Checked-Out
RES-01678,2025-07-04,2025-08-07,CH_03,RT_PROMO,10200.0,2040.0,8160.0,Checked-Out
RES-02770,2025-07-04,2025-08-04,CH_03,RT_PROMO,2340.0,0.0,0.0,Cancelled
RES-02783,2025-07-04,2025-08-17,CH_03,RT_ADV,10200.0,2040.0,8160.0,Checked-Out
RES-03119,2025-07-04,2025-07-19,CH_01,RT_RACK,8730.0,0.0,8730.0,Checked-Out
RES-03878,2025-07-04,2025-08-17,CH_03,RT_PACK,10200.0,2040.0,8160.0,Checked-Out
RES-04222,2025-07-04,2025-07-27,CH_01,RT_RACK,5238.0,0.0,5238.0,Checked-Out
RES-04587,2025-07-04,2025-07-27,CH_03,RT_PROMO,7650.0,0.0,0.0,Cancelled
RES-00207,2025-07-05,2025-07-27,CH_01,RT_RACK,5238.0,0.0,5238.0,Checked-Out
RES-00578,2025-07-05,2025-08-02,CH_03,RT_PROMO,10200.0,2040.0,8160.0,Checked-Out
RES-00939,2025-07-05,2025-07-29,CH_01,RT_RACK,8730.0,0.0,8730.0,Checked-Out
RES-01664,2025-07-05,2025-07-24,CH_02,RT_PROMO,11700.0,2106.0,9594.0,Checked-Out
RES-01687,2025-07-05,2025-08-16,CH_03,RT_PROMO,7650.0,0.0,0.0,Cancelled
RES-02038,2025-07-05,2025-08-02,CH_01,RT_RACK,6984.0,0.0,6984.0,Checked-Out
RES-02754,2025-07-05,2025-07-19,CH_02,RT_RACK,11700.0,2106.0,9594.0,Checked-Out
RES-03130,2025-07-05,2025-07-30,CH_01,RT_RACK,1746.0,0.0,1746.0,Checked-Out
RES-04211,2025-07-05,2025-07-16,CH_01,RT_RACK,3492.0,0.0,3492.0,Checked-Out
RES-04953,2025-07-05,2025-07-28,CH_02,RT_RACK,9360.0,1684.8,7675.2,Checked-Out
RES-04959,2025-07-05,2025-08-03,CH_02,RT_RACK,11700.0,2106.0,9594.0,Checked-Out
RES-04962,2025-07-05,2025-08-06,CH_02,RT_PROMO,7020.0,0.0,0.0,Cancelled
RES-00585,2025-07-06,2025-08-09,CH_03,RT_PACK,2550.0,0.0,0.0,Cancelled
RES-00933,2025-07-06,2025-07-23,CH_01,RT_RACK,6984.0,0.0,0.0,Cancelled
RES-01300,2025-07-06,2025-07-25,CH_01,RT_RACK,1746.0,0.0,1746.0,Checked-Out
RES-01673,2025-07-06,2025-08-02,CH_03,RT_PROMO,9360.0,0.0,0.0,Cancelled
RES-02051,2025-07-06,2025-08-15,CH_02,RT_ADV,4680.0,842.4,3837.6,Checked-Out
RES-02399,2025-07-06,2025-07-29,CH_04,RT_ADV,23400.0,0.0,23400.0,Checked-Out
RES-02785,2025-07-06,2025-08-19,CH_03,RT_PROMO,2550.0,0.0,0.0,Cancelled
RES-03131,2025-07-06,2025-07-31,CH_01,RT_PROMO,3492.0,0.0,0.0,Cancelled
RES-03151,2025-07-06,2025-08-20,CH_02,RT_ADV,4680.0,842.4,3837.6,Checked-Out
RES-03155,2025-07-06,2025-08-24,CH_02,RT_ADV,2340.0,421.2,1918.8,Checked-Out
RES-03864,2025-07-06,2025-08-03,CH_02,RT_PROMO,11700.0,2106.0,9594.0,Checked-Out
RES-03889,2025-07-06,2025-08-28,CH_03,RT_ADV,12750.0,2550.0,10200.0,Checked-Out
RES-04244,2025-07-06,2025-08-18,CH_02,RT_ADV,8100.0,1458.0,6642.0,Checked-Out
RES-04602,2025-07-06,2025-08-11,CH_06,RT_PACK,5238.0,250.0,4988.0,Checked-Out
RES-04967,2025-07-06,2025-08-11,CH_02,RT_ADV,7020.0,1263.6,5756.4,Checked-Out
RES-00209,2025-07-07,2025-07-29,CH_01,RT_PROMO,8730.0,0.0,8730.0,Checked-Out
RES-00215,2025-07-07,2025-08-04,CH_01,RT_PROMO,1746.0,0.0,1746.0,Checked-Out
RES-00216,2025-07-07,2025-08-05,CH_01,RT_RACK,3492.0,0.0,3492.0,Checked-Out
RES-00934,2025-07-07,2025-07-24,CH_01,RT_PROMO,8730.0,0.0,8730.0,Checked-Out
RES-00936,2025-07-07,2025-07-26,CH_01,RT_RACK,3492.0,0.0,3492.0,Checked-Out
RES-00937,2025-07-07,2025-07-27,CH_01,RT_RACK,5238.0,0.0,5238.0,Checked-Out
RES-01675,2025-07-07,2025-08-04,CH_03,RT_RACK,2550.0,510.0,2040.0,Checked-Out
RES-02036,2025-07-07,2025-07-31,CH_01,RT_PROMO,3492.0,0.0,3492.0,Checked-Out
RES-02057,2025-07-07,2025-08-21,CH_02,RT_PROMO,7020.0,0.0,0.0,Cancelled
RES-02403,2025-07-07,2025-08-02,CH_01,RT_RACK,6984.0,0.0,6984.0,Checked-Out
RES-02424,2025-07-07,2025-08-23,CH_01,RT_ADV,8730.0,0.0,8730.0,Checked-Out
RES-02780,2025-07-07,2025-08-14,CH_03,RT_ADV,2550.0,0.0,0.0,Cancelled
RES-02788,2025-07-07,2025-08-22,CH_03,RT_ADV,10200.0,2040.0,8160.0,Checked-Out
RES-03122,2025-07-07,2025-07-22,CH_01,RT_RACK,5238.0,0.0,5238.0,Checked-Out
RES-03508,2025-07-07,2025-08-12,CH_01,RT_PACK,6984.0,0.0,6984.0,Checked-Out
RES-03862,2025-07-07,2025-08-01,CH_02,RT_RACK,7020.0,1263.6,5756.4,Checked-Out
RES-03868,2025-07-07,2025-08-07,CH_02,RT_PACK,9360.0,1684.8,7675.2,Checked-Out
RES-04227,2025-07-07,2025-08-01,CH_01,RT_PROMO,5238.0,0.0,5238.0,Checked-Out
RES-04584,2025-07-07,2025-07-24,CH_03,RT_RACK,12750.0,2550.0,10200.0,Checked-Out
RES-00965,2025-07-08,2025-08-24,CH_02,RT_ADV,2340.0,0.0,0.0,Cancelled
RES-01688,2025-07-08,2025-08-17,CH_03,RT_ADV,10200.0,2040.0,8160.0,Checked-Out
RES-02047,2025-07-08,2025-08-11,CH_05,RT_CORP,7020.0,561.6,6458.4,Checked-Out
RES-03142,2025-07-08,2025-08-11,CH_02,RT_PACK,4860.0,874.8,3985.2,Checked-Out
RES-03145,2025-07-08,2025-08-14,CH_02,RT_PROMO,2340.0,421.2,1918.8,Checked-Out
RES-03152,2025-07-08,2025-08-21,CH_06,RT_PACK,7020.0,250.0,6770.0,Checked-Out
RES-03163,2025-07-08,2025-09-01,CH_05,RT_CORP,9360.0,0.0,0.0,Cancelled
RES-04230,2025-07-08,2025-08-04,CH_01,RT_ADV,1746.0,0.0,1746.0,Checked-Out
RES-04231,2025-07-08,2025-08-05,CH_01,RT_ADV,3492.0,0.0,3492.0,Checked-Out
RES-04243,2025-07-08,2025-08-17,CH_06,RT_PACK,6480.0,250.0,6230.0,Checked-Out
RES-00204,2025-07-09,2025-07-24,CH_01,RT_RACK,8730.0,0.0,8730.0,Checked-Out
RES-00234,2025-07-09,2025-08-23,CH_06,RT_PROMO,8730.0,250.0,8480.0,Checked-Out
RES-00240,2025-07-09,2025-08-29,CH_05,RT_CORP,1620.0,129.6,1490.4,Checked-Out
RES-00963,2025-07-09,2025-08-22,CH_02,RT_ADV,9360.0,1684.8,7675.2,Checked-Out
RES-01301,2025-07-09,2025-07-26,CH_01,RT_RACK,3492.0,0.0,3492.0,Checked-Out
RES-01302,2025-07-09,2025-07-27,CH_01,RT_RACK,5238.0,0.0,5238.0,Checked-Out
RES-02031,2025-07-09,2025-07-26,CH_01,RT_PROMO,3492.0,0.0,3492.0,Checked-Out
RES-02060,2025-07-09,2025-08-24,CH_05,RT_CORP,2340.0,187.2,2152.8,Checked-Out
RES-03503,2025-07-09,2025-08-07,CH_01,RT_PROMO,6984.0,0.0,6984.0,Checked-Out
RES-03869,2025-07-09,2025-08-08,CH_02,RT_RACK,11700.0,2106.0,9594.0,Checked-Out
RES-03871,2025-07-09,2025-08-10,CH_03,RT_PROMO,4680.0,936.0,3744.0,Checked-Out
RES-04972,2025-07-09,2025-08-16,CH_03,RT_PROMO,7020.0,1404.0,5616.0,Checked-Out
RES-00955,2025-07-10,2025-08-14,CH_02,RT_PROMO,2340.0,421.2,1918.8,Checked-Out
RES-00967,2025-07-10,2025-08-26,CH_02,RT_ADV,7020.0,1263.6,5756.4,Checked-Out
RES-00968,2025-07-10,2025-08-27,CH_02,RT_ADV,9360.0,1684.8,7675.2,Checked-Out
RES-01325,2025-07-10,2025-08-19,CH_01,RT_ADV,1746.0,0.0,1746.0,Checked-Out
RES-02055,2025-07-10,2025-08-19,CH_02,RT_PROMO,2340.0,0.0,0.0,Cancelled
RES-02410,2025-07-10,2025-08-09,CH_01,RT_PACK,1746.0,0.0,1746.0,Checked-Out
RES-03514,2025-07-10,2025-08-18,CH_05,RT_CORP,8730.0,698.4,8031.6,Checked-Out
RES-00608,2025-07-11,2025-09-01,CH_01,RT_ADV,6984.0,0.0,6984.0,Checked-Out
RES-00948,2025-07-11,2025-08-07,CH_02,RT_RACK,9360.0,1684.8,7675.2,Checked-Out
RES-00954,2025-07-11,2025-08-13,CH_02,RT_RACK,11700.0,2106.0,9594.0,Checked-Out
RES-01298,2025-07-11,2025-07-23,CH_04,RT_RACK,18720.0,0.0,18720.0,Checked-Out
RES-01304,2025-07-11,2025-07-29,CH_01,RT_RACK,8730.0,0.0,8730.0,Checked-Out
RES-01320,2025-07-11,2025-08-14,CH_06,RT_RACK,1746.0,0.0,0.0,Cancelled
RES-02029,2025-07-11,2025-07-24,CH_01,RT_RACK,8730.0,0.0,8730.0,Checked-Out
RES-02034,2025-07-11,2025-07-29,CH_01,RT_RACK,8730.0,0.0,8730.0,Checked-Out
RES-02041,2025-07-11,2025-08-05,CH_02,RT_RACK,3240.0,583.2,2656.8,Checked-Out
RES-02427,2025-07-11,2025-08-26,CH_05,RT_CORP,5238.0,419.04,4818.96,Checked-Out
RES-02772,2025-07-11,2025-08-06,CH_03,RT_PROMO,7020.0,1404.0,5616.0,Checked-Out
RES-03128,2025-07-11,2025-07-28,CH_01,RT_PACK,6984.0,0.0,0.0,Cancelled
RES-04241,2025-07-11,2025-08-15,CH_02,RT_ADV,3240.0,583.2,2656.8,Checked-Out
RES-04593,2025-07-11,2025-08-02,CH_04,RT_PACK,18720.0,0.0,18720.0,Checked-Out
RES-00194,2025-07-12,2025-07-14,CH_04,RT_RACK,23400.0,0.0,0.0,Cancelled
RES-00201,2025-07-12,2025-07-21,CH_01,RT_RACK,3492.0,0.0,3492.0,Checked-Out
RES-00203,2025-07-12,2025-07-23,CH_01,RT_RACK,6984.0,0.0,6984.0,Checked-Out
RES-00941,2025-07-12,2025-07-31,CH_02,RT_RACK,3240.0,583.2,2656.8,Checked-Out
RES-00945,2025-07-12,2025-08-04,CH_02,RT_RACK,2340.0,0.0,0.0,Cancelled
RES-01297,2025-07-12,2025-07-22,CH_04,RT_PROMO,14040.0,0.0,0.0,Cancelled
RES-01331,2025-07-12,2025-08-25,CH_01,RT_ADV,3492.0,0.0,3492.0,Checked-Out
RES-01666,2025-07-12,2025-07-26,CH_02,RT_RACK,4680.0,842.4,3837.6,Checked-Out
RES-01676,2025-07-12,2025-08-05,CH_03,RT_RACK,5100.0,1020.0,4080.0,Checked-Out
RES-02404,2025-07-12,2025-08-03,CH_01,RT_ADV,8730.0,0.0,8730.0,Checked-Out
RES-02406,2025-07-12,2025-08-05,CH_01,RT_PROMO,3492.0,0.0,3492.0,Checked-Out
RES-02409,2025-07-12,2025-08-08,CH_01,RT_RACK,8730.0,0.0,8730.0,Checked-Out
RES-02418,2025-07-12,2025-08-17,CH_06,RT_PROMO,6984.0,250.0,6734.0,Checked-Out
RES-02764,2025-07-12,2025-07-29,CH_02,RT_PROMO,11700.0,0.0,0.0,Cancelled
RES-03502,2025-07-12,2025-08-06,CH_01,RT_PROMO,5238.0,0.0,0.0,Cancelled
RES-03523,2025-07-12,2025-08-27,CH_01,RT_ADV,6984.0,0.0,6984.0,Checked-Out
RES-03887,2025-07-12,2025-08-26,CH_03,RT_ADV,7650.0,1530.0,6120.0,Checked-Out
RES-00193,2025-07-13,2025-07-13,CH_04,RT_RACK,18720.0,0.0,18720.0,Checked-Out
RES-00946,2025-07-13,2025-08-05,CH_02,RT_RACK,4680.0,842.4,3837.6,Checked-Out
RES-00957,2025-07-13,2025-08-16,CH_02,RT_PACK,7020.0,1263.6,5756.4,Checked-Out
RES-01327,2025-07-13,2025-08-21,CH_01,RT_ADV,5238.0,0.0,5238.0,Checked-Out
RES-01340,2025-07-13,2025-09-03,CH_05,RT_CORP,1620.0,129.6,1490.4,Checked-Out
RES-02423,2025-07-13,2025-08-22,CH_01,RT_ADV,6984.0,0.0,6984.0,Checked-Out
RES-02767,2025-07-13,2025-08-01,CH_02,RT_RACK,7020.0,1263.6,5756.4,Checked-Out
RES-02784,2025-07-13,2025-08-18,CH_03,RT_PROMO,12750.0,2550.0,10200.0,Checked-Out
RES-03120,2025-07-13,2025-07-20,CH_01,RT_RACK,1746.0,0.0,1746.0,Checked-Out
RES-03159,2025-07-13,2025-08-28,CH_02,RT_PROMO,11700.0,2106.0,9594.0,Checked-Out
RES-03490,2025-07-13,2025-07-25,CH_04,RT_RACK,4680.0,0.0,4680.0,Checked-Out
RES-04228,2025-07-13,2025-08-02,CH_01,RT_PROMO,6984.0,0.0,6984.0,Checked-Out
RES-04239,2025-07-13,2025-08-13,CH_01,RT_PROMO,8730.0,0.0,0.0,Cancelled
RES-04263,2025-07-13,2025-09-06,CH_02,RT_ADV,9360.0,1684.8,7675.2,Checked-Out
RES-04965,2025-07-13,2025-08-09,CH_02,RT_PROMO,2340.0,0.0,0.0,Cancelled
RES-04966,2025-07-13,2025-08-10,CH_02,RT_PROMO,4680.0,842.4,3837.6,Checked-Out
RES-04980,2025-07-13,2025-08-24,CH_03,RT_PACK,2550.0,0.0,0.0,Cancelled
RES-00235,2025-07-14,2025-08-24,CH_06,RT_PROMO,1746.0,250.0,1496.0,Checked-Out
RES-01326,2025-07-14,2025-08-20,CH_01,RT_PROMO,3492.0,0.0,3492.0,Checked-Out
RES-02413,2025-07-14,2025-08-12,CH_01,RT_PACK,6984.0,0.0,6984.0,Checked-Out
RES-03124,2025-07-14,2025-07-24,CH_01,RT_RACK,8730.0,0.0,8730.0,Checked-Out
RES-03126,2025-07-14,2025-07-26,CH_01,RT_RACK,3492.0,0.0,3492.0,Checked-Out
RES-03521,2025-07-14,2025-08-25,CH_01,RT_ADV,3492.0,0.0,3492.0,Checked-Out
RES-03529,2025-07-14,2025-09-02,CH_05,RT_CORP,8730.0,698.4,8031.6,Checked-Out
RES-00241,2025-07-15,2025-08-30,CH_02,RT_ADV,3240.0,583.2,2656.8,Checked-Out
RES-00588,2025-07-15,2025-08-12,CH_03,RT_RACK,10200.0,2040.0,8160.0,Checked-Out
RES-00960,2025-07-15,2025-08-19,CH_02,RT_RACK,2340.0,421.2,1918.8,Checked-Out
RES-01290,2025-07-15,2025-07-15,CH_04,RT_RACK,4680.0,0.0,4680.0,Checked-Out
RES-01299,2025-07-15,2025-07-24,CH_04,RT_PACK,23400.0,0.0,23400.0,Checked-Out
RES-01305,2025-07-15,2025-07-30,CH_01,RT_RACK,1746.0,0.0,1746.0,Checked-Out
RES-01680,2025-07-15,2025-08-09,CH_03,RT_PACK,2550.0,510.0,2040.0,Checked-Out
RES-01686,2025-07-15,2025-08-15,CH_03,RT_RACK,5100.0,0.0,0.0,Cancelled
RES-02035,2025-07-15,2025-07-30,CH_01,RT_RACK,1746.0,0.0,1746.0,Checked-Out
RES-02046,2025-07-15,2025-08-10,CH_02,RT_RACK,4680.0,842.4,3837.6,Checked-Out
RES-02392,2025-07-15,2025-07-22,CH_04,RT_PROMO,14040.0,0.0,14040.0,Checked-Out
RES-02417,2025-07-15,2025-08-16,CH_01,RT_PROMO,5238.0,0.0,5238.0,Checked-Out
RES-02441,2025-07-15,2025-09-09,CH_06,RT_ADV,3240.0,250.0,2990.0,Checked-Out
RES-03136,2025-07-15,2025-08-05,CH_01,RT_RACK,3492.0,0.0,3492.0,Checked-Out
RES-03140,2025-07-15,2025-08-09,CH_02,RT_PROMO,1620.0,0.0,0.0,Cancelled
RES-03494,2025-07-15,2025-07-29,CH_04,RT_PACK,23400.0,0.0,23400.0,Checked-Out
RES-04232,2025-07-15,2025-08-06,CH_01,RT_RACK,5238.0,0.0,5238.0,Checked-Out
RES-04246,2025-07-15,2025-08-20,CH_02,RT_PROMO,4680.0,842.4,3837.6,Checked-Out
RES-04591,2025-07-15,2025-07-31,CH_04,RT_PACK,9360.0,0.0,9360.0,Checked-Out
RES-04968,2025-07-15,2025-08-12,CH_02,RT_RACK,9360.0,1684.8,7675.2,Checked-Out
RES-04978,2025-07-15,2025-08-22,CH_03,RT_PROMO,10200.0,0.0,0.0,Cancelled
RES-00198,2025-07-16,2025-07-18,CH_04,RT_RACK,18720.0,0.0,18720.0,Checked-Out
RES-00212,2025-07-16,2025-08-01,CH_01,RT_RACK,5238.0,0.0,0.0,Cancelled
RES-00244,2025-07-16,2025-09-02,CH_05,RT_CORP,8100.0,0.0,0.0,Cancelled
RES-00586,2025-07-16,2025-08-10,CH_03,RT_PROMO,5100.0,1020.0,4080.0,Checked-Out
RES-00972,2025-07-16,2025-08-31,CH_03,RT_PROMO,7020.0,1404.0,5616.0,Checked-Out
RES-01292,2025-07-16,2025-07-17,CH_04,RT_RACK,14040.0,0.0,14040.0,Checked-Out
RES-02065,2025-07-16,2025-08-29,CH_02,RT_PROMO,2340.0,421.2,1918.8,Checked-Out
RES-02401,2025-07-16,2025-07-31,CH_01,RT_RACK,3492.0,0.0,3492.0,Checked-Out
RES-03132,2025-07-16,2025-08-01,CH_01,RT_PROMO,5238.0,0.0,0.0,Cancelled
RES-03886,2025-07-16,2025-08-25,CH_03,RT_PROMO,5100.0,0.0,0.0,Cancelled
RES-04971,2025-07-16,2025-08-15,CH_03,RT_PROMO,4680.0,936.0,3744.0,Checked-Out
RES-04983,2025-07-16,2025-08-27,CH_03,RT_RACK,10200.0,2040.0,8160.0,Checked-Out
RES-00219,2025-07-17,2025-08-08,CH_01,RT_RACK,8730.0,0.0,8730.0,Checked-Out
RES-01308,2025-07-17,2025-08-02,CH_01,RT_PROMO,6984.0,0.0,6984.0,Checked-Out
RES-01323,2025-07-17,2025-08-17,CH_01,RT_ADV,6984.0,0.0,6984.0,Checked-Out
RES-01334,2025-07-17,2025-08-28,CH_01,RT_ADV,8730.0,0.0,8730.0,Checked-Out
RES-02395,2025-07-17,2025-07-25,CH_04,RT_RACK,4680.0,0.0,0.0,Cancelled
RES-02438,2025-07-17,2025-09-06,CH_05,RT_CORP,6984.0,558.72,6425.28,Checked-Out
RES-03138,2025-07-17,2025-08-07,CH_01,RT_RACK,6984.0,0.0,6984.0,Checked-Out
RES-03157,2025-07-17,2025-08-26,CH_02,RT_PROMO,7020.0,1263.6,5756.4,Checked-Out
RES-03511,2025-07-17,2025-08-15,CH_01,RT_PROMO,3492.0,0.0,3492.0,Checked-Out
RES-03520,2025-07-17,2025-08-24,CH_01,RT_PROMO,1746.0,0.0,1746.0,Checked-Out
RES-04221,2025-07-17,2025-07-26,CH_01,RT_RACK,3492.0,0.0,3492.0,Checked-Out
RES-04236,2025-07-17,2025-08-10,CH_01,RT_ADV,3492.0,0.0,3492.0,Checked-Out
RES-04256,2025-07-17,2025-08-30,CH_05,RT_CORP,4680.0,374.4,4305.6,Checked-Out
RES-04613,2025-07-17,2025-08-22,CH_01,RT_PROMO,6984.0,0.0,6984.0,Checked-Out
RES-04979,2025-07-17,2025-08-23,CH_03,RT_RACK,12750.0,2550.0,10200.0,Checked-Out
RES-00587,2025-07-18,2025-08-11,CH_03,RT_PROMO,7650.0,1530.0,6120.0,Checked-Out
RES-00590,2025-07-18,2025-08-14,CH_04,RT_ADV,4680.0,0.0,4680.0,Checked-Out
RES-00969,2025-07-18,2025-08-28,CH_02,RT_ADV,11700.0,2106.0,9594.0,Checked-Out
RES-01307,2025-07-18,2025-08-01,CH_01,RT_RACK,5238.0,0.0,5238.0,Checked-Out
RES-01318,2025-07-18,2025-08-12,CH_06,RT_RACK,6984.0,250.0,6734.0,Checked-Out
RES-01321,2025-07-18,2025-08-15,CH_01,RT_PROMO,3492.0,0.0,3492.0,Checked-Out
RES-01715,2025-07-18,2025-09-13,CH_05,RT_CORP,1746.0,139.68,1606.32,Checked-Out
RES-02408,2025-07-18,2025-08-07,CH_01,RT_RACK,6984.0,0.0,6984.0,Checked-Out
RES-02412,2025-07-18,2025-08-11,CH_01,RT_RACK,5238.0,0.0,5238.0,Checked-Out
RES-02789,2025-07-18,2025-08-23,CH_03,RT_PROMO,12750.0,2550.0,10200.0,Checked-Out
